premise	hypothesis	output	language
uh and the movement to Texas Stadium came along about the fifth game of uh of the seventy one season and that was the year they went to the Super Bowl and beat Miami	That is the year they went to the Super Bowl and lost to Miami .	contradiction	en
I should have to request absolute secrecy for the time being .	Secrecy is not required at any time .	contradiction	en
The auditor can examine projected versus actual levels of total personnel or of key , experienced personnel .	The auditor can only look at actual levels .	contradiction	en
They also see it as easing their way toward economic integration with Western Europe .	Western Europe will not allow their economic integration .	contradiction	en
They could cover twice as many stories if they simply inserted yadda yadda yadda into their reports .	They would cover half the reports if they used fluff .	contradiction	en
There is little here of any interest except the traditional Bedouin market , held every Thursday morning .	There is no market held here on Thursday morning .	contradiction	en
After centuries of almost total eclipse , Buddhism today has been able to achieve a revival in India , in part by offering its egalitarian philosophy to Hindu Untouchables as an escape from discrimination .	The teachings have completely died out in India .	contradiction	en
Winter sports are one of Hokkaido 's main draws for domestic tourism , with popular ski resorts at Teine Olympia ( outside Sapporo ) , Niseko , and Kiroro .	It is always above 100 degress in Hokkaido .	contradiction	en
The estimate of labor includes planning and engineering , general labor , and skilled boilermakers .	To estimate labor one should never include a planning phase .	contradiction	en
Hilly Haifa drapes itself dramatically over the slopes of Mount Carmel .	Hilly Haifa is located several days journey away from Mount Carmel .	contradiction	en
Both the Immigration and Naturalization Service ( INS ) and the Executive Office for Immigration Review ( EOIR ) have prepared a cost analysis of the impact on their budgets of the interim rule .	Only the INS analyzed their budget , the EOIR didn 't care .	contradiction	en
well that that 's true i 've never thought i 've heard about it countless times but never thought about going up there	I often think about going up there just to get away from it all .	contradiction	en
okay well who you know do you have uh a lot of Kosher foods there at your house	Do you have a lot of pork in your freezer ?	contradiction	en
Centrelink , a one-stop shop that pays a variety of Australian government benefits , has recently made it its business to improve payment accuracy .	Centrelink does German government payments .	contradiction	en
The basic internal control discussed in traditional payment systems is emphasized as the key ingredient in maintaining effective payment systems regardless of the changes occurring .	Basic internal control is not useful in maintaining effective payment systems .	contradiction	en
Danvers , he murmured .	Danvers , he yelled .	contradiction	en
The ruling is seen as a victory for constitutional purists and a political blow to President Clinton , who had hoped to use the threat ( if not the reality ) of a line-item veto as leverage in budget negotiations with Congress .	President Clinton also found this to be a victory .	contradiction	en
Pollock asked for a more specific definition of prioritization .	They did not need any further explanation .	contradiction	en
It means a maximum range of choice for the consumer when he spends his dollar .	Because of the fact that money is made out of paper , it is of no actual value beyond the cost of paper .	contradiction	en
