premise	hypothesis	output	language
Nayax amuyayätwa kawkïr copatix chhaqhatäkän ukax Mlle. Cynthia copätapxa.	Cynthia kullakan copapax mesa manqhan imantatäskänwa.	neutral	ayr
Mä sapa markaw uñjasi.	Janiw kunatakis askïkxiti.	neutral	ayr
Aka pusi yatiqir waynanakan sarnaqäwipax mä jach'a jamp'at'aw uñjañ munapxatapata, jan wali, jisk'a jamp'at'aw uñtañ munapxatapata, ch'axwañ munapxatapata, q'axwañ munapxatapata, ukat juk'amp ch'axwañ munapxatapata (Jim derogatis, the Chicago Sun-Times).	Mä jach'a yatiqañ utankir yatiqirinakat jamuq waraqatapax wali jan waliw uñjasiwayi.	neutral	ayr
"Juyphi phaxsit 12 uru saraqataru saraqatapatsti, jupax akham sataynawa: "" Janitix nayax yatkiriskäyät ukaxa, janiw kunapachas akham siskiriskäyätti "" sasa."	Jupax uka tamankañ munäna, ukax mä yanqhachäwiwa.	neutral	ayr
Nayax jiskt'asïyätwa ¿kunsa amuyapxpachïtu?, jan ukax, ¿khitis chiqpachapun amuyapxpachïtu?, nayax amuyt'iristwa, ukax mä suma amtäwiwa, taqinin mä juk'a pacha marka irnaqatas layku	Uka amuyux yatiqañ utanakan yatichatañapawa.	neutral	ayr
Ukampisa, ¿ukham luratapat qullqi churapxaspati?	Ukampis ¿kunas kamachaspa uka auto masimatxa?	neutral	ayr
Pachax purinxiwa.	Inas wakisirakchi.	neutral	ayr
Aka quta thiyax Leith umax purki ukawjan lurasi, Edimburgo jach 'a markar purki uka jisk 'a jawirana.	Edimburgo markax uka jawira thiyan utt'asiwayi.	neutral	ayr
Jïsa, wali sum ist'asi, nayax wila masinakapampiw tantachasta, janiw sapa kutis tantachasipkti, juk'ampis warmijan wila masinakapakiw tantachasi, uh, wila masijax wali jisk'akiwa.	Warmixan wila masinakapax wali jach 'anakawa, patak maranakat juk 'ampi, mä qawqha jisk 'a wila masinakapamp chikaw aka thakhinjam sarasipki.	neutral	ayr
CSA ukax gobiernon taqpach irnaqatap uñch 'uki, janiw sapa mayni wakichäwinakap uñch 'ukiñakiti, jan ukasti aka wakichäwinakan juk 'a pachanaka, juk 'a pachanaka, ukanak uñachayi.	CSA ukan qillqatanakapaxa, proyectado presupuesto ukan jiltawip uñt 'ayi.	neutral	ayr
Mayninakat yatiqasiristxa, ukat jupanakax nayat yatiqasxapxaspawa. Akax payïr kunalaykutix nayax mä oferta simplista ukat mä estrategia de espera ukat jithiqtañ munirista.	Jawillt 'asisa suyt 'añax janiw alakip lurañatakïkiti.	neutral	ayr
Ukajj wali sumänwa.	Ukajj wali sumänwa.	neutral	ayr
Aka wakichäw apnaqirix yanapt 'iwa aljañ utanakan irnaqirinakar uñakipañataki, ukhamat aljañ utanakan lurata yänakax jan ukax luqtawinakax apnaqirinakan mayitanakaparu jaysatap yatiñataki, ukhamarakiw jilïr irpirinakax yanapt 'apxañapatakisa uñakipañapatakisa.	Uka manq 'añanak apnaqirix sum uñjäna, manq 'añanakas sumaw utjatapa.	neutral	ayr
Jesse Helms-ax mä diplomático ukhamaw jilsuwayi.	Ukhamaw Jesse Helms-ax jan amuyt 'asiri, jan wali sarnaqir jisk'a wawax mä diplomata ukhamaw tukuwayi.	neutral	ayr
Wawanak uywirinakasa, allchhinak uywirinakasa, ukatsa juk 'ampiw wawanakax jan amuyasipkiti.	Wawanakar uñjañ utanakan jark 'aqañax wakisiwa.	neutral	ayr
Jichhakamax, nayrïrix qhipïrit sipans juk 'amp jan walt'ayatänwa.	Aka qhiphax maysar sarantañatakix juk 'amp ch 'amanïskiwa.	neutral	ayr
Uka museox Hotel Salé ukankiwa, mä suma askicht'at 18 patak maranakan jach'a uta. Uka museox jamuqanak uñacht'ayi, wila masinakaparu, munasirinakaparu, masinakaparu. Qillqatanaka, qillqatanaka, jamuqa waraqatanaka, qillqatanaka,	Hotel de sal satak ukarux Francia markaw qullt 'awayi.	neutral	ayr
Ukampix sañ munta, qullirinakax qawqhatix umañax utjki uksa janiw sum uñakipkiti, jan ukasti ina ch'usaruw jaytjapxi.	Jaqinakax janiw kuntix siskäna uka arunakar iyawsapkänti, ukatpï uka qillqatanakax jan uñakipatäkäntixa - sasa.	neutral	ayr
Burocraciax juk 'amp askichatañapänwa, ukjamarus ejércitox juk 'amp jiltayataynawa, ukjamat británico-indio ratiox jilxattäna.	Jilïr irpirinakax janiw jank 'ak uka jan walt 'äwinak askichirjamäpkiti.	neutral	ayr
Ukakipanx, Ministerio de Salud uksankirinakax kunayman amtawinakampiw qullayasiñ amtawiyapxi, jan walt 'awinakat jark 'aqañataki.	Ministerio de Salud uksankirinakaw jan walt'awinak utjki ukanakar yanapt'askaraki.	neutral	ayr
Uka suma jist 'antat punkunak qhipäxanxa, walja qullqi apnaqirinakaw qamiriptayapxatayna.	Punkux jist'antatawa sapüruw jist'antata, ukampirus sapa kutiw jist'arataraki.	neutral	ayr
¡Dios Tatay! ¿Kamisarak jan ist'as jakasipxtasti?	Chiqpachansa jan wali jaqinakäpxiwa, ukampis janiw kunapachas kuns ist 'kti.	neutral	ayr
Nayra uta utachatanakax q'umachataw uñjasi; sañäni, XVIII siglo q'umachata hospital real ukax jichhaxa Museo de Arte Moderno ukankiwa.	Juk 'amp utanakax t 'unjatat sipansa wasitat apnaqataxiwa.	neutral	ayr
Nayra maranakan yatiqawayktanwa, nayrir yatiqawinakax pä jach'a kayunakaniwa, uka kayunakaw sayt'i jan ukax aynacht'i - LSC uka qullqimpi yanapt'at k 'umar k 'uchirt'at wakichäwinaka, ukhamarak k 'uchirt'at k 'uchirt'at k 'uchirt'at k 'uchirt'at markanaka, kawkiritix LSC uka qullqimpi yanapt'at wakichäwinakax utjki ukanaka - aka kimsïr yatiyawinx lurawinakas uñacht'ayäwa, k 'uch	LSC ukax taqiniruw qullt 'awayi, taqi markanakan kamachinakat arxatañataki.	neutral	ayr
Aka uraqinsti mä qawqha tunka espadachinakakiw utji.	Espadasti taqpachax mä chiqankänwa.	neutral	ayr
Reservas wakichata.	Qullqi imañatakixa, jichhapachwa reservas ukanak lurañasa.	neutral	ayr
* Yaqha kimsa circuitos ukanakax amuyt 'apxiwa kunati mä juicio racional ukax utji aka LSC uka amtanakax beneficiarionakaruw jan walt 'ayi.	Comitéx amuyt 'ayiw kunanakas mä aski uñakipäwixa wakisispa.	neutral	ayr
Ukampisa, inas jumax kunti lurktas ukaw yatiñ munchisma - sasa.	Janiw nayax juman panqar yapumäkti.	neutral	ayr
Pallapallanakax quriwjapxitu.	Uka quri alfombrax wali sumawa, qamir kankañarakiwa.	neutral	ayr
Aka lurawinakax askipuniwa, ukatwa aka lurawinakanx empresanakapan irnaqirinakapax chikancht'asipxañapa, juk'amp irptañasa.	Uka jach 'a utax mä consultor ukamp irnaqañ amti, ukhamat uka jach 'a utax alasiñapataki.	neutral	ayr
¡ Jumanakasti nanakan arkirinakäpxtawa!	Jumanakaw marka apnaqañ munapxtaxa.	neutral	ayr
Jamuqanak uñjañ munirinakax yatipxiw Hong Kong markax wali askiw aka uraqpachan nayrar sartir jamuq yänak alañatakixa, ukatx mä qawqha aljañanakx utjarakiwa.	Hong Kong markanx equipamiento fotográfico ukax uraqpachanx juk'a aljañawa.	neutral	ayr
Chachanakamp warminakampix Ganesh-atak waxt 'äwinak luqtañatakiw akawjar tantacht 'asipxi.	Ganesh jupax suma qamir kankaña ukatx askinak apayanir Diosawa, ukat aka markankir chachanakamp warminakampix wali uñt 'atawa.	neutral	ayr
Kuntix munkta uk jikxatta.	Taqi kunaw utjitu.	neutral	ayr
Nayax mä jaqichasïwi aski k 'achakiñ munta, ukampirus pä jaqiw jaqichasïwinxa jan (jaqichasir waynanakat jan) amuyt 'asisax jaqichasipxañapa.	Awkipampi taykapampix casarasïwinkapxañapawa, ukhamat jupax kusisita jakasiñapataki.	neutral	ayr
Aka yatxatäwix mä escenario de referencia ukampiw lurasini, uka escenariox jan kuna reglamento utjkani uka urunakan jakaskani ukjamarakiwa, ukxarusti mä jan ukax walja escenarios de control ukanakampiw lurasini, uka escenarios ukanakax kuna reglamentonakatï uñakipatäki ukanakan jakaskani ukjamarakiwa.	Scenario de referencia ukax reglamentación propuesta ukan jan utjkan ukjamawa.	neutral	ayr
Oh oh, ukjamatwa jumax yattaxa kunjamti nayax siskta nayrir markachirinakaxa utanakapanxa kunjamti nayax siskta nayrir markachirinakaxa utanakapanxa kunjamti nayax siskta nayrir markachirinakaxa utanakapanxa kunjamti nayax siskta nayrir markachirinakaxa utanakapanxa kunjamti nayax siskta nayrir markachirinakaxa utanakapanxa	Nayrïr utax mä jach'a utanïnwa, pä altusanïnwa, kimsa utani, mä ikiñ utani.	neutral	ayr
Uka pä torrenakapaxa, janq 'u puntanakani suma k 'achachat k 'achachat k 'achachat k 'achachat k 'achachat k 'achachat k 'achachat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'ach	Torres sat jach'a utax 1800 maranakan lurt 'atänwa.	neutral	ayr
Mayt 'äwix lurasiwayänwa, mayt 'äwinakax uñakipatänwa, ukatx 2001 maranx mä consultoruw irnaqatayna, jupax mä herramienta de medición del desempeño de la comunidad de justicia del estado uk lurañapataki.	Markachirinakax janiw yatipkataynati kunjamas chiqapar uñjatäñ amtax ukankawayki ukxa.	neutral	ayr
Jichhaxa pä wawanïxtwa ukjamaraki wali irnaqt'ata ukjamaraki wali kusisita ukjamaraki kunti lurktxa ukjamaraki kunti yatktxa ukjamaraki	Nayan wawanakajaxa, kunapachatix nayax jupanakampi chikäki ukkhax jan walinak lurapxi.	neutral	ayr
Naya pachpaw qullirixa.	Naya pachpaw qullirixa, ukatw uka jan walt 'äwinak askichta.	neutral	ayr
Newsweek ukax Robert Rubin-amp mä jisk 'a aruskipañatakiw ajllt 'i.	Newsweek ukax mä pachaw Robert Rubin jupampix aruskipt'awayi.	neutral	ayr
"Jïsa, chachajax ukham luririwa ukatwa jupax jawsthapitu yaqhip pachax akham siwa: ""Jichhakiw yatiyawinakan ist 'ta kunjamtixa paski ukxata."	Chachajax yatiyawinak ist 'asaw jawsitu, kunattix janis jikxataskchixaya, janis jikxataskchixaya ukjax wali mayjt 'atawa.	neutral	ayr
Uka wakichawinakax irnaqirinakar juk 'amp amuyt 'ayañatakiw yanapt 'i, kuna jan walt 'äwinakas marka irpirinakan amtaparjamax utjchispa.	Uka wakichawinakax markachirinakarux jisk'achasiwinakat amuyt 'ayañ yanapt 'i.	neutral	ayr
Visibilidad y partículas finas, las transacciones de una conferencia internacional de especialidades conciliar / EPA, C.v.	Mä jach 'a yatxatäwix particulas finas ukanakata ukatx datos económicos ukanakata Conferencia Conciliar / EPA ukanakata.	neutral	ayr
Ukax janiw mä hermético arukïkiti (taqi anti-discriminación kamachinakas chhijllapxi ukhamarak chhijllapxi clase protegido taypita) jan ukasti mä astut textualista aruwa -- ukjamarus mä aruw wali aytat uñsti,	Jach 'a Tantachäwix chiqpachapuniw uka amtanak t'unjañ munäna, ukat textualistanakamp aruskipt 'atax uka amtanak t'unjañatakikiw yanapt 'äna.	neutral	ayr
2000-7 wakichäwin qillqatapax 2000 mara tukuyaruw yatiyir sarañatak khaysa markanakar jawsthapt'atäna, ukatx yatiyapxiwa kunjams markachirinakax wakichapxi ukxata.	Ukhamakipanx walja markanakaw aka wakichäwitx jan kuna qillqat katuqapkiti.	neutral	ayr
Ukampis uka jach 'a utax janiw tukjatäkänti, janirakiw uka diosanakas t'unjatäkänti.	Klubax niyaw Kal markarux puriñampïskäna.	neutral	ayr
Akax Japón markan mä sapa saräwipawa, janiw pisi ch 'aman jaqinakatakix askïkiti.	Akax mä jach 'a quta thiyan mä jach 'a quta thiyawa. Akax mä japonés anatir tamawa.	neutral	ayr
Kunjamtï Roma markajj aynachtʼkänajja, cristianonakan iglesiapaw ukham mayachtʼatäñatak yanaptʼäna.	Iglesia Cristianawa Roma imperioru aynachtʼayawayi.	neutral	ayr
Uka manqhansti mä jisk 'a papelakiw utjäna.	Uka jiskʼa papelasti wali kʼajkirïnwa.	neutral	ayr
Ukampis uka machaqat sartasïwinxa, jan walt'awinakakiw utjañapäna.	Mä jachʼa chʼamani ajayuw jan waltʼayäna.	neutral	ayr
Arkitektonakax britaniconakänwa, ukampirus yänak luririnakax indio jaqinakapänwa, ukampirus k'achachilanakamp k'achachilanakampix jach'a jach'a jach'a pirqanakamp k'achachilanakampiw lurapxarakïna.	Artesanos indios jupanakax técnicas tradicionales ukampiw ch'axwapxatayna tiranía británica ukaru.	neutral	ayr
Cavendish, mayitamarjamasti.	Cavendish jilax mayakïnwa.	neutral	ayr
Sapa mayax archivo ukatak jamuqanak apst 'atawa, jan ukhamäñapatakix jark 'atawa.	Ukham luratajja, jaqenakajj janipuniw uka dibujonak armapjjañapäkänti.	neutral	ayr
Kawkhantixa janiwa ch'amanchkaspati bicameral jan ukaxa bipartidista yanapt'a katuqaña, gao jupax irnaqaniwa mayt'irimpi yatiyañataki mayt'ir utaru jan ukaxa mayacht'asiwiru janïr gao jupax irnaqawi phuqhañkama.	Yaqhip pachax janiw khitirus yanapt 'irjamäktanti, kuna jan walt 'añarus purktan ukas janiw yanapt 'irjamäktanti.	neutral	ayr
Janiw nayax jupanakar jan walt'aykirista ukham amuykti.	Jiwasanakax uka jan walt 'äwinakat sipan juk 'amp ch 'amanïtanwa.	neutral	ayr
Jan uka jan walt 'äwir puripxamti.	Jupax jan ukax jupa pachpaw jan ukax jupa kipkaw jan ukax jupa pachpaw jan ukax jupa kipkarakiw jan ukax jupa kipkarakiw jan ukax jupa kipkarakiw jan ukax jupa kipkarakiw jan ukax...	neutral	ayr
Wali kusisitätwa, Mr. Beresford.	Janipuniw mayampsa jumar uñjkämati.	neutral	ayr
Juk'ampis wali k'ajkiriwa khaysa uñch'ukiñawja khaysa calle patankiwa.	Taqpach markaw khä amstankir mirador uñjasi.	neutral	ayr
"""Ukax sir Alfred Inglethorp satawa"". ""93 maran Inglethorp tatax mä juk'a pachakiw qunt'atäskäna"" ""janiw amuyaskänti, sapa mayniw qunuñap mä juk'a jayar apsuwayäna"""	Taqeniw jan amuyasisajj kuna jan walinakansa uñjasipjjaspa uk amuyapjjäna.	neutral	ayr
Villas del siglo XIX ukanakaxa jikxatasirakiwa jach 'a quta thiyanakana, puerto uksat amsta tuqina, aeropuerto uksat aynach tuqina.	Janiw walja wila masinakax utjkiti, 19ni maranakatpacha, khaysa paseo marítimo uksa tuqita.	neutral	ayr
Lurawinaka, lurawinaka	Irnaqawinaka, luräwinaka	neutral	ayr
Mä megáfono phust 'asisaw q 'uchupxi. Esperma jan jikxatañjamächi ukasti, uka q'añu laq'uw tukuyañapa!	Uka unxtasiwinx 100 jaqinakaw chikancht 'asipxatayna.	neutral	ayr
Jupanakax anunakjamäpxiwa. Malcom sutinix, utjäwit utjäwiruw arktam. Kawkirutix sarkäta ukkhan arktam.	Maynisti Steve sutiniwa, jupax janiw jumarux yäqktamti.	neutral	ayr
Nayax jumamp chikt'at sarnaqañak wakisitap amuyta.	Qullqi irtañ tuqitxa walikiw sistwa.	neutral	ayr
Punk-Blunt ukjamax música country uksanx mä jisk'a satirismo ukak utjayi.	Ukjamatwa, janiw walja punk-Blunt country artistanakax utjxiti.	neutral	ayr
Jïsa, nayatakix uka pankanakax wali askiwa. Mä qawqha pankanaka lurapxäna. Nayan jaqichasïwi urusax pankanakaw lurapxäna, ukat nayax wal kusisïyäta.	Ukanak lurañax janiw ch 'amäkiti, mä juk 'a pachakiw wakt 'ayasini.	neutral	ayr
"""Hmmm"". Janq'u jaqix ñik'utap ch'uqt'as ch'uqt'asïna."	Janq'u janq'u amparanakapampiw ñik'utap khuchhuqäna, k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'achat k'ach	neutral	ayr
Jan ukasti, jupax wal llakisirakïna, mäkiw kunkanakap liwnuqirïna.	Jupaxa, wal larusïna, kunapachatixa nayax q'iwt'asisin q'iwt'asiskäyäta.	neutral	ayr
6 waranq waranq dólar ukjax viscusi ukan amuyuparjamawa (ukasti 1999 dólar ukjarakiwa) jilpachax 3 dólar ukjarakiw jakäwix wali askiwa sasin amuyt 'ayasi.	Mä sapa jakäwix niya suxta waranq waranq dollaronakaniwa.	neutral	ayr
Jude Wansky Jones -- mayniw economía de la oferta ukan nayrïr p'iqiñchirinakapaxa ukhamarak jichhaxa yatichiripaxa.	Jude Wanniskix jaqinakaruw yaticht'awayi economía de la oferta tuqita.	neutral	ayr
Ukampisa, Londresar sarxañat sipansa, Dáil ukankirinakax Dublín markaruw sarxapxatayna, ukansti ch 'axwañ qalltapxatayna.	Markachirinakax amtaparjamaw ch 'axwañ qalltapxi.	neutral	ayr
Nayan amuyuxatxa, taqinis mä qutucht'asïwiru kutt'asxañasaxa, kunatix askïki, kunatix wakiski uk lurañaru, kunatix wakiski uk lurañaru, sapa kuti.	Aka yatichäwinakax irnaqirinakar ch'amañcht'awayiw juk'amp irnaqapxañapataki.	neutral	ayr
Ukhamarus Rusia-n jilïr irpiripax, Boris Yeltsin-ax, pä jach'a militar p 'iqichirinakaparuw jaqsuwayi, jupanakax jan walinakat jark 'aqapxatapata, janiraki juk'a qullqis churañ munapkchïn ukasa.	Jilïr irpirinakax markasar aski lurapkaspa ukham amuyapxäna.	neutral	ayr
"Walikiwa, ukat Broadway ukankir jaqinakax..... jumar jiskt 'apxiristam: ""¿ Jumax judío jaqïtati? "" sasa."	Walja judío jaqinakaw Broadway markan tantacht'asipxi.	neutral	ayr
Ukat nayax amuyta khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti khiti	Uka cartasti tarjeta apaqirinkiriwa.	neutral	ayr
Kunapachatixa fotografía de modaxa -50ni maranakanxa kunjamatixa utjkan ukjamarjamaxa- aka machaq yänakar munkir jan munkir ch 'amancht 'añ amtki ukjaxa, 1950ni maranakan sawutanakan isthapt 'äwipax sinti surrealistawa ukatx janiw askikiti kunjam isinakas isthapt 'asiñatakixa, jan ukax camareronakan isinakapa jan ukax jaqichasïwinakan isinakapa.	Phust'achanakamp isthapt'asisax phust'achanakamp isthapt'asisax phust'achanakamp isthapt'asisax phust'achanakamp isthapt'asisax phust'asisax phust'asisax phust'asisax	neutral	ayr
Jupasti pächasiñampiw uñkatäna, ukat mä jisk 'a utaruw saräna.	Jupax janiw kuna jawsañas utjataynati.	neutral	ayr
Jïsa, jupanakax uka qullqimpiw quqanak yapuchapxi.	Uka quqanakax markachiritakix wali askiwa.	neutral	ayr
Jupanakan ukham phuqsusiñapax samurai jach 'a jach 'a tukuñampiw utjäna, ukampis mä tuqitsti mä jach 'a jilïriruw jiwayapxäna.	Jiwat jilïr irpirinakat maynïrix nayrir ministrow jiwayatayna.	neutral	ayr
Ukampisa, Drew jilax Hunt Rennie jilax janiw mä jaqirusa, mä caballorusa uñjkataynati, jan ukasti mä jan wali amuyun uñstayatayna.	Drew chachax Hunt Rennie-t lup 'iskäna jupxat jan yatitanak utjatap layku.	neutral	ayr
Jupax arst'i, servicios de asistencia letrada ukanakax wali askiwa jan kunani víctimas de violencia doméstica ukanakar yanapt 'añataki, jupanakax libertad ukamp yanapt 'ayasiñ munapxi, ukhamat jakäwinakap qalltapxañapataki, ukatx walja maranakat ch 'amañchasiñ qalltapxañapataki.	Aka luqtawinakax jach 'a jaqinakataki ukhamarak wawanakatakikiwa, ukatx waljaniruw yanapt 'i.	neutral	ayr
Jichhürunakanxa, yatiqañ utanakan alapax janiw walïkiti kunalaykutix janiw khitis yatiqañ utan mä jiwatax aka maran lurasitapat qhipa maran lurasitapat arskiti.	Yaqhip yatiyaw utanakax pä maranakaw jan walinak lurapxi.	neutral	ayr
Phisqha minutonak aynach tuqir sarasasti, muhrakiacarmelita monasterio ukawjan jikxatasi, kawkhanti Elías profetax, yaweh (Dios) Diosan yanapt'apampix, ba'al diosarux atipjäna, mä yant'awin spontáneo de combustión satäkis ukana, ukjamat 450 pagano sacerdotenakax jiwarapxäna.	Uka monasteriox judionakamp cristianonakampitakix wali askiwa.	neutral	ayr
Servicio universal obligatorio ukax juk'a juk'a irnaqirinakatakix juk'a juk'a irnaqirinakat sipanxa juk'a juk'a irnaqirinakat sipanxa juk'a juk'a irnaqirinakat sipanxa juk'a juk'a irnaqirinakat sipana.	Janiw khitis yatkiti kunats OSU ukax juk'a jan walt'aw utjayi jach'a irnaqäwinakanxa, sapa mayni irnaqirinakatxa.	neutral	ayr
¿Khitirak juparusti k 'arintatapatsti juchañchaspasti?	¿Kunatarak jumanakasti uka pisi amuyun waynanakar aljañanakap yatiyatamat juchañchapxistasti?	neutral	ayr
Mä qawqha jan walt 'awinakampikiw utji, yatiyaw yatiyirinakax janiw McCain-ar ch 'amanchapkiti, Keating-an campaña financierap tuqit jan walt 'awinakan chikancht 'asitapata.	Reporteros ukanakarux janiw walt 'aykiti McCain-amp Keating-amp ch 'axwäwix utjkan ukxata.	neutral	ayr
chhuxriñchjatanakax janiw jiwaykasapänti, jawq'jatanakas janirakiw jiwaykasapänti; ukampis machaq janchipan janiw kawkïri t'aqhisiñatix utjkän uk t'aqhisiñatak ch'amanïkänti.	Ukham t 'aqhisis sarnaqatapatxa walpun t 'aqhisïna.	neutral	ayr
Mä qawqha ch 'amañcht 'äwinakaw utji.	Logística ukan jan walt 'äwinakax jilpach jan walt 'äwinakawa.	neutral	ayr
Randy jupax wali k 'uchir jaqiwa.	Randy uka jaqin qilqatapax nayatak wali llakkañawa.	neutral	ayr
Continente veneciano-x serenissima-n jach 'a jach 'a kankañap uñacht 'ayi.	Serenissima ukax Venecia markanx wali uñt 'atawa.	neutral	ayr
Lsc ukax arsuwayiwa juk 'amp precisión de sus estadísticas de casos ukanak askichañataki, ch 'amanchasa Congreso ukan 1996 maran utt 'ayata jark 'aqawinaka, ukatxa machaqa, juk 'ampi wakisiri formas de evaluación de la labor de los programas de servicios jurídicos que reciben fondos federales ukanakxa.	LSC ukax precisión estadística ukarux walpin ch'amancht'añ muni qawqhanis chiqpachapuni uka servicio uk munapxi.	neutral	ayr
Jan ukasti, Darwinian amuyuparjamax, aka saräwin qalltapankir k 'ari yatichäwinakarjamax, janiw kuna lurañanakarus mantañ munkti.	Jichhakuchaw jaqichasïwirux jan sarañ munkti.	neutral	ayr
